taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
1000242	7ddf754f-d193-4cc9-b351-99906754a03b	1000240		1000243	Halobiforma nitratireducens (Xin et al., 2001) Hezayen et al., 2002	Hezayen et al., 2002 (Xin et al., 2001)	Halobiforma nitratireducens	Halobiforma	nitratireducens		species		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobiforma
1000060	7ddf754f-d193-4cc9-b351-99906754a03b	1000057		1000061	Metallosphaera hakonensis (Takayanagi et al., 1996) Kurosawa et al., 2003	Kurosawa et al., 2003 (Takayanagi et al., 1996)	Metallosphaera hakonensis	Metallosphaera	hakonensis		species		Int. J. Syst. Evol. Microbiol. 53::1608	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
564	7ddf754f-d193-4cc9-b351-99906754a03b	292			Sulfolobales		Sulfolobales	Sulfolobales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales		
1189	7ddf754f-d193-4cc9-b351-99906754a03b	292			Desulfurococcales		Desulfurococcales	Desulfurococcales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales		
8016360	7ddf754f-d193-4cc9-b351-99906754a03b	292			Acidilobales		Acidilobales	Acidilobales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales		
7678289	7ddf754f-d193-4cc9-b351-99906754a03b	292			Fervidicoccales		Fervidicoccales	Fervidicoccales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales		
1191	7ddf754f-d193-4cc9-b351-99906754a03b	292			Thermoproteales		Thermoproteales	Thermoproteales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales		
8303780	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanocellales		Methanocellales	Methanocellales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales		
566	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanomicrobiales		Methanomicrobiales	Methanomicrobiales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		
1194	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanosarcinales		Methanosarcinales	Methanosarcinales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales		
4896414	2d59e5db-57ad-41ff-97d6-11f5fb264527	292			Cenarchaeaceae		Cenarchaeaceae	Cenarchaeaceae			family			accepted			Archaea	Crenarchaeota	Thermoprotei		Cenarchaeaceae	
4896458	7ddf754f-d193-4cc9-b351-99906754a03b	8303780			Methanocellaceae		Methanocellaceae	Methanocellaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	
1000130	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000129		Methanobacterium wolfei Winter et al., 1985	Winter et al., 1985	Methanobacterium wolfei	Methanobacterium	wolfei		species		Int. J. Syst. Bacteriol. 35::223	synonym			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
8059437	52a423d2-0486-4e77-bcee-6350d708d6ff	162			Methanomassiliicoccus Dridi et al., 2012	Dridi et al., 2012	Methanomassiliicoccus	Methanomassiliicoccus			genus		Int. J. Syst. Evol. Microbiol. 62::2550	accepted			Archaea	Euryarchaeota	Methanomicrobia			Methanomassiliicoccus
1000006	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium abyssi Pley & Stetter, 1991	Pley & Stetter, 1991	Pyrodictium abyssi	Pyrodictium	abyssi		species		Int. J. Syst. Bacteriol. 41::580	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
8863464	6cfd67d6-4f9b-400b-8549-1933ac27936f	1000333			Methanosarcina calensis Blotevogel et al.	Blotevogel et al.	Methanosarcina calensis	Methanosarcina	calensis		species			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000078	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum arsenaticum Huber et al., 2001	Huber et al., 2001	Pyrobaculum arsenaticum	Pyrobaculum	arsenaticum		species		Int. J. Syst. Evol. Microbiol. 51::263	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
7958886	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum calidifontis Amo et al., 2008	Amo et al., 2008	Pyrobaculum calidifontis	Pyrobaculum	calidifontis		species		Int. J. Syst. Evol. Microbiol. 58::1057	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
7598891	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus salinus Cui et al., 2012	Cui et al., 2012	Halobellus salinus	Halobellus	salinus		species		Int. J. Syst. Evol. Microbiol. 62::1311	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
1000257	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena thermotolerans Montalvo-Rodríguez et al., 2000	Montalvo-Rodríguez et al., 2000	Haloterrigena thermotolerans	Haloterrigena	thermotolerans		species		Int. J. Syst. Evol. Microbiol. 50::1070	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
7418248	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena salina Gutíerrez et al., 2008	Gutíerrez et al., 2008	Haloterrigena salina	Haloterrigena	salina		species		Int. J. Syst. Evol. Microbiol. 58::2882	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
1000007	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium brockii Stetter et al., 1984	Stetter et al., 1984	Pyrodictium brockii	Pyrodictium	brockii		species		Int. J. Syst. Bacteriol. 34::270	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
7400470	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina soligelidi Wagner et al., 2013	Wagner et al., 2013	Methanosarcina soligelidi	Methanosarcina	soligelidi		species		Int. J. Syst. Evol. Microbiol. 63::2990	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
8290629	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina horonobensis Shimizu et al., 2011	Shimizu et al., 2011	Methanosarcina horonobensis	Methanosarcina	horonobensis		species		Int. J. Syst. Evol. Microbiol. 61::2506	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
8109148	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina subterranea Shimizu et al., 2015	Shimizu et al., 2015	Methanosarcina subterranea	Methanosarcina	subterranea		species		Int. J. Syst. Evol. Microbiol. 65::1170	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000077	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum islandicum Huber et al., 1988	Huber et al., 1988	Pyrobaculum islandicum	Pyrobaculum	islandicum		species		Int. J. Syst. Bacteriol. 38::221	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
7576509	52a423d2-0486-4e77-bcee-6350d708d6ff	4895372			Methanocella conradii Lü & Lu, 2012	Lü & Lu, 2012	Methanocella conradii	Methanocella	conradii		species		Int. J. Syst. Evol. Microbiol. 62::1443	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
7981850	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella paludicola Sakai et al., 2008	Sakai et al., 2008	Methanocella paludicola	Methanocella	paludicola		species		Int. J. Syst. Evol. Microbiol. 58::934	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
8184736	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus clavatus Cui et al., 2011	Cui et al., 2011	Halobellus clavatus	Halobellus	clavatus		species		Int. J. Syst. Evol. Microbiol. 61::2687	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
8213879	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena daqingensis Wang et al., 2010	Wang et al., 2010	Haloterrigena daqingensis	Haloterrigena	daqingensis		species		Int. J. Syst. Evol. Microbiol. 60::2270	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
8792467	52a423d2-0486-4e77-bcee-6350d708d6ff	8368383			Halorientalis brevis Yuan et al., 2015	Yuan et al., 2015	Halorientalis brevis	Halorientalis	brevis		species		Int. J. Syst. Evol. Microbiol. 65::3764	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorientalis
1000343	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus frisius Blotevogel et al., 1986	Blotevogel et al., 1986	Methanococcus frisius	Methanococcus	frisius		species		Int. J. Syst. Bacteriol. 36::573	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000336	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus mazei Barker, 1936	Barker, 1936	Methanococcus mazei	Methanococcus	mazei		species		Int. J. Syst. Bacteriol. 30::318	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
9445018	52a423d2-0486-4e77-bcee-6350d708d6ff	1000074			Pyrobaculum igneiluti Lee et al., 2017	Lee et al., 2017	Pyrobaculum igneiluti	Pyrobaculum	igneiluti		species		Int. J. Syst. Evol. Microbiol. 67::1718	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
1000076	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum aerophilum Völkl et al., 1996	Völkl et al., 1996	Pyrobaculum aerophilum	Pyrobaculum	aerophilum		species		Int. J. Syst. Bacteriol. 46::836	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
7521502	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella arvoryzae Sakai et al., 2010	Sakai et al., 2010	Methanocella arvoryzae	Methanocella	arvoryzae		species		Int. J. Syst. Evol. Microbiol. 60::2922	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
7651697	7ddf754f-d193-4cc9-b351-99906754a03b	8368383			Halorientalis regularis Cui et al., 2011	Cui et al., 2011	Halorientalis regularis	Halorientalis	regularis		species		Int. J. Syst. Evol. Microbiol. 61::2688	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorientalis
8318916	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus rufus Cha et al., 2014	Cha et al., 2014	Halobellus rufus	Halobellus	rufus		species		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
1000256	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena longa Cui et al., 2006	Cui et al., 2006	Haloterrigena longa	Haloterrigena	longa		species		Int. J. Syst. Evol. Microbiol. 56::1838	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
9361934	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	1000333			Methanosarcina mazei Lai et al.	Lai et al.	Methanosarcina mazei	Methanosarcina	mazei		species			doubtful		Possible variant of Methanosarcina mazei (Barker, 1936) Mah & Kuhn, 1984	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000337	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina vacuolata Zhilina & Zavarzin, 1987	Zhilina & Zavarzin, 1987	Methanosarcina vacuolata	Methanosarcina	vacuolata		species		Int. J. Syst. Bacteriol. 37::281	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
9208917	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina flavescens Kern et al., 2016	Kern et al., 2016	Methanosarcina flavescens	Methanosarcina	flavescens		species		Int. J. Syst. Evol. Microbiol. 66::1537	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000347	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina acetivorans Sowers et al., 1986	Sowers et al., 1986	Methanosarcina acetivorans	Methanosarcina	acetivorans		species		Int. J. Syst. Bacteriol. 36::573	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000318	7ddf754f-d193-4cc9-b351-99906754a03b	1000317			Ferroglobus placidus Hafenbradl et al., 1997	Hafenbradl et al., 1997	Ferroglobus placidus	Ferroglobus	placidus		species		Int. J. Syst. Bacteriol. 47::601	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus
1000261	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena saccharevitans Xu et al., 2005	Xu et al., 2005	Haloterrigena saccharevitans	Haloterrigena	saccharevitans		species		Int. J. Syst. Evol. Microbiol. 55::2541	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
7652889	52a423d2-0486-4e77-bcee-6350d708d6ff	8368383			Halorientalis persicus Amoozegar et al., 2014	Amoozegar et al., 2014	Halorientalis persicus	Halorientalis	persicus		species		Int. J. Syst. Evol. Microbiol. 64::943	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorientalis
9388933	52a423d2-0486-4e77-bcee-6350d708d6ff	1000255			Haloterrigena mahii Ding et al., 2017	Ding et al., 2017	Haloterrigena mahii	Haloterrigena	mahii		species		Int. J. Syst. Evol. Microbiol. 67::1337	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
8013650	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus litoreus Zhao et al., 2014	Zhao et al., 2014	Halobellus litoreus	Halobellus	litoreus		species		Int. J. Syst. Evol. Microbiol. 64::1455	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
1000334	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina baltica von Klein et al., 2002	von Klein et al., 2002	Methanosarcina baltica	Methanosarcina	baltica		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000063	7ddf754f-d193-4cc9-b351-99906754a03b	1000062			Stygiolobus azoricus Segerer et al., 1991	Segerer et al., 1991	Stygiolobus azoricus	Stygiolobus	azoricus		species		Int. J. Syst. Bacteriol. 41::497	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Stygiolobus
8240483	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena hispanica Romano et al., 2007	Romano et al., 2007	Haloterrigena hispanica	Haloterrigena	hispanica		species		Int. J. Syst. Evol. Microbiol. 57::1502	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
9399102	52a423d2-0486-4e77-bcee-6350d708d6ff	9481334			Halobium palmae Mori et al., 2016	Mori et al., 2016	Halobium palmae	Halobium	palmae		species		Int. J. Syst. Evol. Microbiol. 66::3803	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobium
1000340	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina barkeri Schnellen, 1947	Schnellen, 1947	Methanosarcina barkeri	Methanosarcina	barkeri		species		Int. J. Syst. Bacteriol. 30::318	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000345	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina thermophila Zinder et al., 1985	Zinder et al., 1985	Methanosarcina thermophila	Methanosarcina	thermophila		species		Int. J. Syst. Bacteriol. 35::522	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000346	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina lacustris Simankova et al., 2002	Simankova et al., 2002	Methanosarcina lacustris	Methanosarcina	lacustris		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000043	7ddf754f-d193-4cc9-b351-99906754a03b	1000042			Sulfurisphaera ohwakuensis Kurosawa et al., 1998	Kurosawa et al., 1998	Sulfurisphaera ohwakuensis	Sulfurisphaera	ohwakuensis		species		Int. J. Syst. Bacteriol. 48::455	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera
7862938	52a423d2-0486-4e77-bcee-6350d708d6ff	1000074			Pyrobaculum ferrireducens Slobodkina et al., 2015	Slobodkina et al., 2015	Pyrobaculum ferrireducens	Pyrobaculum	ferrireducens		species		Int. J. Syst. Evol. Microbiol. 65::855	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
1000075	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum oguniense Sako et al., 2001	Sako et al., 2001	Pyrobaculum oguniense	Pyrobaculum	oguniense		species		Int. J. Syst. Evol. Microbiol. 51::308	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
7995548	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus inordinatus Qiu et al., 2013	Qiu et al., 2013	Halobellus inordinatus	Halobellus	inordinatus		species		Int. J. Syst. Evol. Microbiol. 63::3979	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
1000341	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina methanica (Smit, 1930) Kluyver & van Niel, 1936	Kluyver & van Niel, 1936 (Smit, 1930)	Methanosarcina methanica	Methanosarcina	methanica		species		Int. J. Syst. Bacteriol. 30::318	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
8221646	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina spelaei Ganzert et al., 2014	Ganzert et al., 2014	Methanosarcina spelaei	Methanosarcina	spelaei		species		Int. J. Syst. Evol. Microbiol. 64::3483	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000344	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina semesiae Lyimo et al., 2000	Lyimo et al., 2000	Methanosarcina semesiae	Methanosarcina	semesiae		species		Int. J. Syst. Evol. Microbiol. 50::177	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
9327683	52a423d2-0486-4e77-bcee-6350d708d6ff	1000004			Pyrodictium delaneyi Lin et al., 2016	Lin et al., 2016	Pyrodictium delaneyi	Pyrodictium	delaneyi		species		Int. J. Syst. Evol. Microbiol. 66::3374	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
1000005	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium occultum Stetter et al., 1984	Stetter et al., 1984	Pyrodictium occultum	Pyrodictium	occultum		species		Int. J. Syst. Bacteriol. 34::270	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
8063345	2d59e5db-57ad-41ff-97d6-11f5fb264527	1000333			Methanosarcina siciliae Elberson & Sowers, 1997	Elberson & Sowers, 1997	Methanosarcina siciliae	Methanosarcina	siciliae		species		Elberson, M. A.; Sowers, K. R. (1997). Isolation of an aceticlastic strain of Methanosarcina siciliae from marine canyon sediments and emendation of the species description for Methanosarcina siciliae. <em>Int. J. Syst. Bacteriol.</em> 47: 1258-1261.	doubtful		Possible variant of Methanosarcina siciliae (Stetter & König, 1989) Ni et al., 1994	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000084	7ddf754f-d193-4cc9-b351-99906754a03b	1000083			Ferroplasma acidiphilum Golyshina et al., 2000	Golyshina et al., 2000	Ferroplasma acidiphilum	Ferroplasma	acidiphilum		species		Int. J. Syst. Evol. Microbiol. 50::1005	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma
1000079	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum organotrophum Huber et al., 1988	Huber et al., 1988	Pyrobaculum organotrophum	Pyrobaculum	organotrophum		species		Int. J. Syst. Bacteriol. 38::221	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
1000260	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena limicola Cui et al., 2006	Cui et al., 2006	Haloterrigena limicola	Haloterrigena	limicola		species		Int. J. Syst. Evol. Microbiol. 56::1839	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
7491134	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus rarus Zhang et al., 2014	Zhang et al., 2014	Halobellus rarus	Halobellus	rarus		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
9097738	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus ramosii Pérez-Davó et al., 2015	Pérez-Davó et al., 2015	Halobellus ramosii	Halobellus	ramosii		species		Int. J. Syst. Evol. Microbiol. 65::3851	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
8290757	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena jeotgali Roh et al., 2009	Roh et al., 2009	Haloterrigena jeotgali	Haloterrigena	jeotgali		species		Int. J. Syst. Evol. Microbiol. 59::2362	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
7901633	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus limi Cui et al., 2012	Cui et al., 2012	Halobellus limi	Halobellus	limi		species		Int. J. Syst. Evol. Microbiol. 62::1311	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus
1000142	7ddf754f-d193-4cc9-b351-99906754a03b	1000140	1000143		Methanococcus deltae Corder et al., 1988	Corder et al., 1988	Methanococcus deltae	Methanococcus	deltae		species		Int. J. Syst. Bacteriol. 38::221	synonym			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
7946544	7ddf754f-d193-4cc9-b351-99906754a03b	8139024	7372537		Ferroplasma cupricumulans Hawkes et al., 2008	Hawkes et al., 2008	Ferroplasma cupricumulans	Ferroplasma	cupricumulans		species		Int. J. Syst. Evol. Microbiol. 58::1	synonym			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma
1000049	7ddf754f-d193-4cc9-b351-99906754a03b	1000044	1000048		Desulfurolobus ambivalens Zillig & Böck, 1987	Zillig & Böck, 1987	Desulfurolobus ambivalens	Desulfurolobus	ambivalens		species		Int. J. Syst. Bacteriol. 37::179	synonym			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
1000338	7ddf754f-d193-4cc9-b351-99906754a03b	1000333		8986205	Methanosarcina siciliae (Stetter & König, 1989) Ni et al., 1994	Ni et al., 1994 (Stetter & König, 1989)	Methanosarcina siciliae	Methanosarcina	siciliae		species		Int. J. Syst. Bacteriol. 44::357	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000258	7ddf754f-d193-4cc9-b351-99906754a03b	1000255		4983782	Haloterrigena turkmenica (Zvyagintseva & Tarasov, 1989) Ventosa et al., 1999	Ventosa et al., 1999 (Zvyagintseva & Tarasov, 1989)	Haloterrigena turkmenica	Haloterrigena	turkmenica		species		Int. J. Syst. Bacteriol. 49::135	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
1000335	7ddf754f-d193-4cc9-b351-99906754a03b	1000333		1000336	Methanosarcina mazei (Barker, 1936) Mah & Kuhn, 1984	Mah & Kuhn, 1984 (Barker, 1936)	Methanosarcina mazei	Methanosarcina	mazei		species		Int. J. Syst. Bacteriol. 34::263	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1000342	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335	1000343	Methanosarcina frisia (Blotevogel et al., 1986) Blotevogel & Fischer, 1989	Blotevogel & Fischer, 1989 (Blotevogel et al., 1986)	Methanosarcina frisia	Methanosarcina	frisia		species		Int. J. Syst. Bacteriol. 39::92	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
1192	7ddf754f-d193-4cc9-b351-99906754a03b	293			Methanobacteriales		Methanobacteriales	Methanobacteriales			order			accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales		
8070	7ddf754f-d193-4cc9-b351-99906754a03b	567			Picrophilaceae		Picrophilaceae	Picrophilaceae			family			accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	
1000085	7ddf754f-d193-4cc9-b351-99906754a03b	8070			Picrophilus Schleper et al., 1996	Schleper et al., 1996	Picrophilus	Picrophilus			genus		Int. J. Syst. Bacteriol. 46::814	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus
3809	7ddf754f-d193-4cc9-b351-99906754a03b	567			Ferroplasmaceae		Ferroplasmaceae	Ferroplasmaceae			family			accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	
9308266	0938172b-2086-439c-a1dd-c21cb0109ed5	567			Cuniculiplasmataceae		Cuniculiplasmataceae	Cuniculiplasmataceae			family		Golyshina, O. V.; Golyshin, P. N.; Goldenstein, N. I.; Lünsdorf, H.; Hinrichs, K.-U.; Kublanov, I. V. (2016). The novel extremely acidophilic, cell-wall-deficient archaeon Cuniculiplasma divulgatum gen. nov., sp. nov. represents a new family, Cuniculiplasmataceae fam. nov., of the order Thermoplasmatales. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 66(1): 332-340.	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	
