taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus	nomenclaturalCode	tempAuthor
1000316	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus profundus	x	Archaeoglobus profundus	Archaeoglobus	profundus		species		Int. J. Syst. Bacteriol. 40::320	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Burggraf et al., 1990
1000315	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus fulgidus	x	Archaeoglobus fulgidus	Archaeoglobus	fulgidus		species		Int. J. Syst. Bacteriol. 38::328	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Stetter, 1988
4896417	0938172b-2086-439c-a1dd-c21cb0109ed5	5900544	1000012		Acidolobus	x	Acidolobus	Acidolobus			genus			synonym			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus		
9507886	52a423d2-0486-4e77-bcee-6350d708d6ff	9627295			Halostella salina	x	Halostella salina	Halostella	salina		species		Int. J. Syst. Evol. Microbiol. 66::2745	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostella		Song et al., 2016
9433554	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger goleimassiliensis	x	Halopiger goleimassiliensis	Halopiger	goleimassiliensis		species		Int. J. Syst. Evol. Microbiol. 66::4301	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Hassani et al., 2016
8137570	7ddf754f-d193-4cc9-b351-99906754a03b	1000233			Halovivax ruber	x	Halovivax ruber	Halovivax	ruber		species		Int. J. Syst. Evol. Microbiol. 57::1027	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax		Castillo et al., 2007
9333973	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger thermotolerans	x	Halopiger thermotolerans	Halopiger	thermotolerans		species		Int. J. Syst. Evol. Microbiol. 66::4980	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Minegishi et al., 2016
7945372	52a423d2-0486-4e77-bcee-6350d708d6ff	1000193			Halalkalicoccus paucihalophilus	x	Halalkalicoccus paucihalophilus	Halalkalicoccus	paucihalophilus		species		Int. J. Syst. Evol. Microbiol. 63::2365	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus		Liu et al., 2013
1000263	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba taiwanensis	x	Natrialba taiwanensis	Natrialba	taiwanensis		species		Int. J. Syst. Evol. Microbiol. 51::1140	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Hezayen et al., 2001
1000264	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba chahannaoensis	x	Natrialba chahannaoensis	Natrialba	chahannaoensis		species		Int. J. Syst. Evol. Microbiol. 51::1697	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Xu et al., 2001
1000278	7ddf754f-d193-4cc9-b351-99906754a03b	1000277			Halogeometricum borinquense	x	Halogeometricum borinquense	Halogeometricum	borinquense		species		Int. J. Syst. Bacteriol. 48::1310	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum		Montalvo-Rodríguez et al., 1998
8395321	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba aegyptia	x	Natrialba aegyptia	Natrialba	aegyptia		species		Int. J. Syst. Evol. Microbiol. 51::1140	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Hezayen et al., 2001
8162354	7ddf754f-d193-4cc9-b351-99906754a03b	4896428			Halopiger aswanensis	x	Halopiger aswanensis	Halopiger	aswanensis		species		Int. J. Syst. Evol. Microbiol. 60::636	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Hezayen et al., 2010
7892207	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger salifodinae	x	Halopiger salifodinae	Halopiger	salifodinae		species		Int. J. Syst. Evol. Microbiol. 63::3565	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Zhang et al., 2013
7800435	52a423d2-0486-4e77-bcee-6350d708d6ff	1000233			Halovivax limisalsi	x	Halovivax limisalsi	Halovivax	limisalsi		species		Int. J. Syst. Evol. Microbiol. 64::3426	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax		Amoozegar et al., 2014
1000352	52a423d2-0486-4e77-bcee-6350d708d6ff	1000350			Methanolobus vulcani	x	Methanolobus vulcani	Methanolobus	vulcani		species		Int. J. Syst. Bacteriol. 39::496	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Stetter et al., 1989
8323222	52a423d2-0486-4e77-bcee-6350d708d6ff	1000350			Methanolobus chelungpuianus	x	Methanolobus chelungpuianus	Methanolobus	chelungpuianus		species		Int. J. Syst. Evol. Microbiol. 65::2	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Wu & Lai, 2011
1000069	7ddf754f-d193-4cc9-b351-99906754a03b	1000066			Thermoproteus uzoniensis	x	Thermoproteus uzoniensis	Thermoproteus	uzoniensis		species		Int. J. Syst. Evol. Microbiol. 51::1619	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus		Bonch-Osmolovskaya et al., 2001
1000065	7ddf754f-d193-4cc9-b351-99906754a03b	1000064			Thermofilum pendens	x	Thermofilum pendens	Thermofilum	pendens		species		Int. J. Syst. Bacteriol. 33::673	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum		Zillig & Gierl, 1983
9035197	6cfd67d6-4f9b-400b-8549-1933ac27936f	1000064			Thermofilum librum	x	Thermofilum librum	Thermofilum	librum		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum		
1000234	7ddf754f-d193-4cc9-b351-99906754a03b	1000233			Halovivax asiaticus	x	Halovivax asiaticus	Halovivax	asiaticus		species		Int. J. Syst. Evol. Microbiol. 56::769	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax		Castillo et al., 2006
7351013	7ddf754f-d193-4cc9-b351-99906754a03b	4896428			Halopiger xanaduensis	x	Halopiger xanaduensis	Halopiger	xanaduensis		species		Int. J. Syst. Evol. Microbiol. 57::1406	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Gutiérrez et al., 2007
1000354	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus taylorii	x	Methanolobus taylorii	Methanolobus	taylorii		species		Int. J. Syst. Bacteriol. 44::574	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Oremland & Boone, 1994
1000355	7ddf754f-d193-4cc9-b351-99906754a03b	1000350		7452218	Methanolobus oregonensis	x	Methanolobus oregonensis	Methanolobus	oregonensis		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Boone, 2002 (Liu et al., 1990)
1000067	7ddf754f-d193-4cc9-b351-99906754a03b	1000066			Thermoproteus neutrophilus	x	Thermoproteus neutrophilus	Thermoproteus	neutrophilus		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus		Stetter & Zillig, 1989
1000314	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus veneficus	x	Archaeoglobus veneficus	Archaeoglobus	veneficus		species		Int. J. Syst. Bacteriol. 48::327	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Huber et al., 1998
5900776	2d59e5db-57ad-41ff-97d6-11f5fb264527	1000313			Archaeoglobus lithotrophicus	x	Archaeoglobus lithotrophicus	Archaeoglobus	lithotrophicus		species			accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Stetter, Huber, Blochl, Kurr, Eden, Fielder, Cash & Vance, 1993
1000013	7ddf754f-d193-4cc9-b351-99906754a03b	1000012			Acidilobus aceticus	x	Acidilobus aceticus	Acidilobus	aceticus		species		Int. J. Syst. Evol. Microbiol. 50::2007	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus		Prokofeva et al., 2000
1000194	7ddf754f-d193-4cc9-b351-99906754a03b	1000193			Halalkalicoccus tibetensis	x	Halalkalicoccus tibetensis	Halalkalicoccus	tibetensis		species		Int. J. Syst. Evol. Microbiol. 55::2504	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus		Xue et al., 2005
7698139	52a423d2-0486-4e77-bcee-6350d708d6ff	1000233			Halovivax cerinus	x	Halovivax cerinus	Halovivax	cerinus		species		Int. J. Syst. Evol. Microbiol. 65::69	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax		Amoozegar et al., 2015
1000265	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba hulunbeirensis	x	Natrialba hulunbeirensis	Natrialba	hulunbeirensis		species		Int. J. Syst. Evol. Microbiol. 51::1696	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Xu et al., 2001
9629107	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger djelfimassiliensis	x	Halopiger djelfimassiliensis	Halopiger	djelfimassiliensis		species		Int. J. Syst. Evol. Microbiol. 66::4301	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Hassani et al., 2016
8130505	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus profundi	x	Methanolobus profundi	Methanolobus	profundi		species		Int. J. Syst. Evol. Microbiol. 59::717	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Mochimaru et al., 2009
8323007	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus sulfaticallidus	x	Archaeoglobus sulfaticallidus	Archaeoglobus	sulfaticallidus		species		Int. J. Syst. Evol. Microbiol. 60::2751	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Steinsbu et al., 2010
8933675	52a423d2-0486-4e77-bcee-6350d708d6ff	1000064			Thermofilum uzonense	x	Thermofilum uzonense	Thermofilum	uzonense		species		Int. J. Syst. Evol. Microbiol. 66::1914	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum		Toshchakov et al., 2016
7753085	7ddf754f-d193-4cc9-b351-99906754a03b	1000277			Halogeometricum rufum	x	Halogeometricum rufum	Halogeometricum	rufum		species		Int. J. Syst. Evol. Microbiol. 60::2616	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum		Cui et al., 2010
5900857	7ddf754f-d193-4cc9-b351-99906754a03b	1000193			Halalkalicoccus jeotgali	x	Halalkalicoccus jeotgali	Halalkalicoccus	jeotgali		species		Int. J. Syst. Evol. Microbiol. 57::2298	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus		Roh et al., 2007
1000353	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus bombayensis	x	Methanolobus bombayensis	Methanolobus	bombayensis		species		Int. J. Syst. Bacteriol. 44::606	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Kadam et al., 1994
5900782	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus infectus	x	Archaeoglobus infectus	Archaeoglobus	infectus		species		Int. J. Syst. Evol. Microbiol. 58::815	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Mori et al., 2008
7423100	7ddf754f-d193-4cc9-b351-99906754a03b	1000319			Geoglobus acetivorans	x	Geoglobus acetivorans	Geoglobus	acetivorans		species		Int. J. Syst. Evol. Microbiol. 59::2883	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus		Slobodkina et al., 2009
5900549	7ddf754f-d193-4cc9-b351-99906754a03b	1000012			Acidilobus saccharovorans	x	Acidilobus saccharovorans	Acidilobus	saccharovorans		species		Int. J. Syst. Evol. Microbiol. 59::3121	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus		Prokofeva et al., 2009
7380541	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus zinderi	x	Methanolobus zinderi	Methanolobus	zinderi		species		Int. J. Syst. Evol. Microbiol. 59::1068	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus		Doerfert et al., 2009
9059114	52a423d2-0486-4e77-bcee-6350d708d6ff	1000262			Natrialba asiatica	x	Natrialba asiatica	Natrialba	asiatica		species		Int. J. Syst. Bacteriol. 46::625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Kamekura & Dyall-Smith, 1996
1000320	7ddf754f-d193-4cc9-b351-99906754a03b	1000319			Geoglobus ahangari	x	Geoglobus ahangari	Geoglobus	ahangari		species		Int. J. Syst. Evol. Microbiol. 52::727	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus		Kashefi et al., 2002
1000022	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Desulfurococcus	x	Desulfurococcus	Desulfurococcus			genus		Int. J. Syst. Bacteriol. 33::438	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus		Zillig & Stetter, 1983
1000392	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	7376395	1000393	Methanoculleus olentangyi	x	Methanoculleus olentangyi	Methanoculleus	olentangyi		species		Int. J. Syst. Bacteriol. 40::121	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus		Maestrojuán et al., 1990 (Corder et al., 1988)
1000267	7ddf754f-d193-4cc9-b351-99906754a03b	1000262		1000268	Natrialba magadii	x	Natrialba magadii	Natrialba	magadii		species		Int. J. Syst. Bacteriol. 47::857	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Kamekura et al., 1997 (Tindall et al., 1984)
7504249	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	7376395	8398011	Methanoculleus bourgense	x	Methanoculleus bourgense	Methanoculleus	bourgense		species		Int. J. Syst. Bacteriol. 40::121	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus		Maestrojuán et al., 1990 (Ollivier et al., 1986)
6453386	2d59e5db-57ad-41ff-97d6-11f5fb264527	2			Nitrosopumilaceae	x	Nitrosopumilaceae	Nitrosopumilaceae			family			accepted			Archaea				Nitrosopumilaceae			
79	7ddf754f-d193-4cc9-b351-99906754a03b	2			Crenarchaeota	x	Crenarchaeota	Crenarchaeota			phylum			accepted			Archaea	Crenarchaeota						
160	7ddf754f-d193-4cc9-b351-99906754a03b	24			Halobacteria	x	Halobacteria	Halobacteria			class			accepted			Archaea	Euryarchaeota	Halobacteria					
24	7ddf754f-d193-4cc9-b351-99906754a03b	2			Euryarchaeota	x	Euryarchaeota	Euryarchaeota			phylum			accepted			Archaea	Euryarchaeota						
291	7ddf754f-d193-4cc9-b351-99906754a03b	24			Archaeoglobi	x	Archaeoglobi	Archaeoglobi			class			accepted			Archaea	Euryarchaeota	Archaeoglobi					
294	7ddf754f-d193-4cc9-b351-99906754a03b	24			Thermococci	x	Thermococci	Thermococci			class			accepted			Archaea	Euryarchaeota	Thermococci					
161	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanococci	x	Methanococci	Methanococci			class			accepted			Archaea	Euryarchaeota	Methanococci					
163	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanopyri	x	Methanopyri	Methanopyri			class			accepted			Archaea	Euryarchaeota	Methanopyri					
162	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanomicrobia	x	Methanomicrobia	Methanomicrobia			class			accepted			Archaea	Euryarchaeota	Methanomicrobia					
293	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanobacteria	x	Methanobacteria	Methanobacteria			class			accepted			Archaea	Euryarchaeota	Methanobacteria					
295	7ddf754f-d193-4cc9-b351-99906754a03b	24			Thermoplasmata	x	Thermoplasmata	Thermoplasmata			class			accepted			Archaea	Euryarchaeota	Thermoplasmata					
1000137	7ddf754f-d193-4cc9-b351-99906754a03b	3804			Methanothermus	x	Methanothermus	Methanothermus			genus		Int. J. Syst. Bacteriol. 32::267	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus		Stetter, 1982
9331787	0938172b-2086-439c-a1dd-c21cb0109ed5	2			Nitrososphaeraceae	x	Nitrososphaeraceae	Nitrososphaeraceae			family		Stieglmeier, M.; Klingl, A.; Alves, R. J. E.; Rittmann, S. K.-M. R.; Melcher, M.; Leisch, N.; Schleper, C. (2014). Nitrososphaera viennensis gen. nov., sp. nov., an aerobic and mesophilic, ammonia-oxidizing archaeon from soil and a member of the archaeal phylum Thaumarchaeota. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 64(Pt 8): 2738-2752.	accepted			Archaea				Nitrososphaeraceae			
1000124	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000123		Methanobacterium thermophilum	x	Methanobacterium thermophilum	Methanobacterium	thermophilum		species		Int. J. Syst. Bacteriol. 40::320	synonym			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter		Laurinavichus et al., 1990
1000002	7ddf754f-d193-4cc9-b351-99906754a03b	7785			Caldisphaera	x	Caldisphaera	Caldisphaera			genus		Int. J. Syst. Evol. Microbiol. 53::1153	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera		Itoh et al., 2003
1000026	7ddf754f-d193-4cc9-b351-99906754a03b	1000022			Desulfurococcus mucosus	x	Desulfurococcus mucosus	Desulfurococcus	mucosus		species		Int. J. Syst. Bacteriol. 33::438	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus		Zillig & Stetter, 1983
1000148	7ddf754f-d193-4cc9-b351-99906754a03b	1000145			Methanothermococcus okinawensis	x	Methanothermococcus okinawensis	Methanothermococcus	okinawensis		species		Int. J. Syst. Evol. Microbiol. 52::1094	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus		Takai et al., 2002
1000207	7ddf754f-d193-4cc9-b351-99906754a03b	1000206		7729208	Halorubrum distributum	x	Halorubrum distributum	Halorubrum	distributum		species		Int. J. Syst. Bacteriol. 46::1180	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Oren & Ventosa, 1996 (Zvyagintseva & Tarasov, 1989)
8121184	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum orientale	x	Halorubrum orientale	Halorubrum	orientale		species		Int. J. Syst. Evol. Microbiol. 56::2562	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Castillo et al., 2006
8165565	52a423d2-0486-4e77-bcee-6350d708d6ff	7845785			Halorussus rarus	x	Halorussus rarus	Halorussus	rarus		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus		Cui et al., 2014
1000192	52a423d2-0486-4e77-bcee-6350d708d6ff	3802	1000206		Halorubrobacterium	x	Halorubrobacterium	Halorubrobacterium			genus		Int. J. Syst. Bacteriol. 46::625	synonym			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Kamekura & Dyall-Smith, 1996
5900488	2d59e5db-57ad-41ff-97d6-11f5fb264527	5900486			Geogemma indica	x	Geogemma indica	Geogemma	indica		species		Kashefi, K., Holmes, D.E., and Lovley, D.R. 2006. "Geogemma indica sp. nov., a novel hyperthermophilic, chemolithoautotrophic, Fe(III)-reducing archaeon isolated from a deep-sea hydrothermal vent sulfide chimney on the Central Indian Ridge."	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Geogemma		Kashefi, Holmes & Lovley, 2006
7422186	7ddf754f-d193-4cc9-b351-99906754a03b	1000022			Desulfurococcus kamchatkensis	x	Desulfurococcus kamchatkensis	Desulfurococcus	kamchatkensis		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus		Kublanov et al., 2009
7718416	7ddf754f-d193-4cc9-b351-99906754a03b	1000044			Acidianus sulfidivorans	x	Acidianus sulfidivorans	Acidianus	sulfidivorans		species		Int. J. Syst. Evol. Microbiol. 57::1423	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus		Plumb et al., 2007
1000218	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum tebenquichense	x	Halorubrum tebenquichense	Halorubrum	tebenquichense		species		Int. J. Syst. Evol. Microbiol. 52::154	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Lizama et al., 2002
1000232	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum ezzemoulense	x	Halorubrum ezzemoulense	Halorubrum	ezzemoulense		species		Int. J. Syst. Evol. Microbiol. 56::1585	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Kharroub et al., 2006
7622349	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum aquaticum	x	Halorubrum aquaticum	Halorubrum	aquaticum		species		Int. J. Syst. Evol. Microbiol. 61::1147	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Gutíerrez et al., 2011
1000025	7ddf754f-d193-4cc9-b351-99906754a03b	1000022			Desulfurococcus amylolyticus	x	Desulfurococcus amylolyticus	Desulfurococcus	amylolyticus		species		Int. J. Syst. Evol. Microbiol. 51::1619	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus		Bonch-Osmolovskaya et al., 2001
1000146	7ddf754f-d193-4cc9-b351-99906754a03b	1000145		1000147	Methanothermococcus thermolithotrophicus	x	Methanothermococcus thermolithotrophicus	Methanothermococcus	thermolithotrophicus		species		Int. J. Syst. Evol. Microbiol. 52::687	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus		Whitman, 2002 (Huber et al., 1984)
8043012	52a423d2-0486-4e77-bcee-6350d708d6ff	7463057			Natribaculum longum	x	Natribaculum longum	Natribaculum	longum		species		Int. J. Syst. Evol. Microbiol. 65::608	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natribaculum		Liu et al., 2015
9600103	52a423d2-0486-4e77-bcee-6350d708d6ff	7845785			Halorussus salinus	x	Halorussus salinus	Halorussus	salinus		species		Int. J. Syst. Evol. Microbiol. 67::529	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus		Xu et al., 2017
8794551	52a423d2-0486-4e77-bcee-6350d708d6ff	1000206			Halorubrum halodurans	x	Halorubrum halodurans	Halorubrum	halodurans		species		Int. J. Syst. Evol. Microbiol. 66::441	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Corral et al., 2016
8010458	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum luteum	x	Halorubrum luteum	Halorubrum	luteum		species		Int. J. Syst. Evol. Microbiol. 58::1707	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Hu et al., 2008
7966271	52a423d2-0486-4e77-bcee-6350d708d6ff	7463057			Natribaculum breve	x	Natribaculum breve	Natribaculum	breve		species		Int. J. Syst. Evol. Microbiol. 65::607	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natribaculum		Liu et al., 2015
8286373	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum kocurii	x	Halorubrum kocurii	Halorubrum	kocurii		species		Int. J. Syst. Evol. Microbiol. 58::2034	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Gutiérrez et al., 2008
1000224	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum lipolyticum	x	Halorubrum lipolyticum	Halorubrum	lipolyticum		species		Int. J. Syst. Evol. Microbiol. 56::1632	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		Cui et al., 2006
5900487	2d59e5db-57ad-41ff-97d6-11f5fb264527	5900486			Geogemma pacifica	x	Geogemma pacifica	Geogemma	pacifica		species		Kashefi, K., Holmes, D.E., and Lovley, D.R. "Geogemma pacifica sp. nov., a hyperthermophilic, chemolithoautotrophic, Fe(III)-reducing archaeon isolated from the 'Godzilla' hydrothermal vent in the Northeast Pacific Ocean."	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Geogemma		Kashefi, Holmes & Lovley, 2006
1000023	7ddf754f-d193-4cc9-b351-99906754a03b	1000022			Desulfurococcus mobilis	x	Desulfurococcus mobilis	Desulfurococcus	mobilis		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus		Zillig & Stetter, 1983
8812842	52a423d2-0486-4e77-bcee-6350d708d6ff	1000357			Methanosalsum natronophilum	x	Methanosalsum natronophilum	Methanosalsum	natronophilum		species		Int. J. Syst. Evol. Microbiol. 65::3744	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum		Sorokin et al., 2015
9367877	52a423d2-0486-4e77-bcee-6350d708d6ff	1000187			Halobaculum roseum	x	Halobaculum roseum	Halobaculum	roseum		species		Int. J. Syst. Evol. Microbiol. 67::822	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobaculum		Chen et al., 2017
8780264	52a423d2-0486-4e77-bcee-6350d708d6ff	7845785			Halorussus amylolyticus	x	Halorussus amylolyticus	Halorussus	amylolyticus		species		Int. J. Syst. Evol. Microbiol. 65::3737	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus		Yuan et al., 2015
