taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	nomenclaturalCode
7790	2d59e5db-57ad-41ff-97d6-11f5fb264527	1194			Methanosaetaceae		Methanosaetaceae	Methanosaetaceae			family			accepted			BC
7536903	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanoregulaceae		Methanoregulaceae	Methanoregulaceae			family		"Sakai, S.; Ehara, M.; Tseng, I.-C.; Yamaguchi, T.; Brauer, S. L.; Cadillo-Quiroz, H.; Zinder, S. H.; Imachi, H. (2011). Methanolinea mesophila sp. nov., a hydrogenotrophic methanogen isolated from rice field soil, and proposal of the archaeal family Methanoregulaceae fam. nov. within the order Methanomicrobiales. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 62(Pt 6): 1389-1395."	accepted			BC
1000362	7ddf754f-d193-4cc9-b351-99906754a03b	7790			Methanothrix	"Huser et al., 1983"	Methanothrix	Methanothrix			genus		Int. J. Syst. Bacteriol. 33::439	accepted			BC
7791	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methanosarcinaceae		Methanosarcinaceae	Methanosarcinaceae			family			accepted			BC
3807	7ddf754f-d193-4cc9-b351-99906754a03b	1195			Methanopyraceae		Methanopyraceae	Methanopyraceae			family			accepted			BC
7789	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanomicrobiaceae		Methanomicrobiaceae	Methanomicrobiaceae			family			accepted			BC
4896449	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methermicoccaceae		Methermicoccaceae	Methermicoccaceae			family			accepted			BC
3806	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanospirillaceae		Methanospirillaceae	Methanospirillaceae			family			accepted			BC
3805	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocorpusculaceae		Methanocorpusculaceae	Methanocorpusculaceae			family			accepted			BC
7832118	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halomicroarcula	"Echigo et al., 2013"	Halomicroarcula	Halomicroarcula			genus		Int. J. Syst. Evol. Microbiol. 63::3559	accepted			BC
7988839	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halapricum	"Song et al., 2014"	Halapricum	Halapricum			genus		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			BC
1000409	7ddf754f-d193-4cc9-b351-99906754a03b	1000407	1000408		Methanobacterium mobile	"Paynter & Hungate, 1968"	Methanobacterium mobile	Methanobacterium	mobile		species		Int. J. Syst. Bacteriol. 30::318	synonym			BC
1000090	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma volcanium	"Segerer et al., 1988"	Thermoplasma volcanium	Thermoplasma	volcanium		species		Int. J. Syst. Bacteriol. 38::329	accepted			BC
9416212	52a423d2-0486-4e77-bcee-6350d708d6ff	9264846			Halodesulfurarchaeum formicicum	"Sorokin et al., 2017"	Halodesulfurarchaeum formicicum	Halodesulfurarchaeum	formicicum		species		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			BC
8429016	52a423d2-0486-4e77-bcee-6350d708d6ff	1000270			Natronomonas gomsonensis	"Kim et al., 2014"	Natronomonas gomsonensis	Natronomonas	gomsonensis		species		Int. J. Syst. Evol. Microbiol. 64::1456	accepted			BC
1000089	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma acidophilum	"Darland et al., 1970"	Thermoplasma acidophilum	Thermoplasma	acidophilum		species		Int. J. Syst. Bacteriol. 30::413	accepted			BC
1000162	7ddf754f-d193-4cc9-b351-99906754a03b	1000153	1000161		Methanococcus vulcanius	"Jeanthon et al., 1999"	Methanococcus vulcanius	Methanococcus	vulcanius		species		Int. J. Syst. Bacteriol. 49::588	synonym			BC
9560084	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum chitinilyticum	"Minegishi et al., 2017"	Salinarchaeum chitinilyticum	Salinarchaeum	chitinilyticum		species		Int. J. Syst. Evol. Microbiol. 67::2277	accepted			BC
8063125	7ddf754f-d193-4cc9-b351-99906754a03b	8139024			Acidiplasma aeolicum	"Golyshina et al., 2009"	Acidiplasma aeolicum	Acidiplasma	aeolicum		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			BC
8098628	7ddf754f-d193-4cc9-b351-99906754a03b	7911121			Salarchaeum japonicum	"Shimane et al., 2011"	Salarchaeum japonicum	Salarchaeum	japonicum		species		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			BC
7947591	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum laminariae	"Cui et al., 2014"	Salinarchaeum laminariae	Salinarchaeum	laminariae		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			BC
7930253	7ddf754f-d193-4cc9-b351-99906754a03b	1000270			Natronomonas moolapensis	"Burns et al., 2010"	Natronomonas moolapensis	Natronomonas	moolapensis		species		Int. J. Syst. Evol. Microbiol. 60::1175	accepted			BC
8079935	52a423d2-0486-4e77-bcee-6350d708d6ff	9331787			Nitrososphaera	"Stieglmeier et al., 2014"	Nitrososphaera	Nitrososphaera			genus		Int. J. Syst. Evol. Microbiol. 64::2746	accepted			BC
1000417	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocalculus	"Ollivier et al., 1998"	Methanocalculus	Methanocalculus			genus		Int. J. Syst. Bacteriol. 48::826	accepted			BC
1000047	7ddf754f-d193-4cc9-b351-99906754a03b	1000044	1000046		Sulfolobus brierleyi	"Zillig et al., 1980"	Sulfolobus brierleyi	Sulfolobus	brierleyi		species		Int. J. Syst. Bacteriol. 30::411	synonym			BC
7372537	7ddf754f-d193-4cc9-b351-99906754a03b	8139024		7946544	Acidiplasma cupricumulans	"Golyshina et al., 2009 (Hawkes et al., 2008)"	Acidiplasma cupricumulans	Acidiplasma	cupricumulans		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			BC
1000271	7ddf754f-d193-4cc9-b351-99906754a03b	1000270		1000272	Natronomonas pharaonis	"Kamekura et al., 1997 (Soliman & Trüper, 1983)"	Natronomonas pharaonis	Natronomonas	pharaonis		species		Int. J. Syst. Bacteriol. 47::857	accepted			BC
1000411	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium frittonii	"Harris et al., 1996"	Methanogenium frittonii	Methanogenium	frittonii		species		Int. J. Syst. Bacteriol. 46::625	synonym			BC
7742446	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium thermophilicum	"Rivard & Smith, 1982"	Methanogenium thermophilicum	Methanogenium	thermophilicum		species		Int. J. Syst. Bacteriol. 32::435	synonym			BC
1000395	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	1000394		Methanogenium marisnigri	"Romesser et al., 1981"	Methanogenium marisnigri	Methanogenium	marisnigri		species		Int. J. Syst. Bacteriol. 31::216	synonym			BC
1000149	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanotorris	"Whitman, 2002"	Methanotorris	Methanotorris			genus		Int. J. Syst. Evol. Microbiol. 52::687	accepted			BC
4896415	2d59e5db-57ad-41ff-97d6-11f5fb264527	4896414			Cenarchaeum	"W.u.Preston, Molinski & De Long, 1996"	Cenarchaeum	Cenarchaeum			genus		"Preston, C.M., Wu, K.Y., Molinski, T.F., and De Long, E.F. ""A psychrophilic crenarchaeon inhabits a marine sponge: Cenarchaeum symbiosum gen. nov., sp. nov."" Proc. Natl. Acad. Sci. USA (1996) 93:6241-6246."	accepted			BC
1000153	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanocaldococcus	"Whitman, 2002"	Methanocaldococcus	Methanocaldococcus			genus		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
4896459	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus vannielii	"Stadtman & Barker, 1951"	Methanococcus vannielii	Methanococcus	vannielii		species		Int. J. Syst. Bacteriol. 30::318	accepted			BC
5900973	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus cibarius	"Roh et al., 2010"	Haladaptatus cibarius	Haladaptatus	cibarius		species		Int. J. Syst. Evol. Microbiol. 60::1190	accepted			BC
7391980	52a423d2-0486-4e77-bcee-6350d708d6ff	1000235			Halostagnicola bangensis	"Corral et al., 2015"	Halostagnicola bangensis	Halostagnicola	bangensis		species		Int. J. Syst. Evol. Microbiol. 65::758	accepted			BC
1000164	7ddf754f-d193-4cc9-b351-99906754a03b	1000163			Natronobacterium gregoryi	"Tindall et al., 1984"	Natronobacterium gregoryi	Natronobacterium	gregoryi		species		Int. J. Syst. Bacteriol. 34::355	accepted			BC
5901124	7ddf754f-d193-4cc9-b351-99906754a03b	1000153			Methanocaldococcus villosus	"Bellack et al., 2011"	Methanocaldococcus villosus	Methanocaldococcus	villosus		species		Int. J. Syst. Evol. Microbiol. 61::1244	accepted			BC
8410934	52a423d2-0486-4e77-bcee-6350d708d6ff	1000153			Methanocaldococcus bathoardescens	"Stewart et al., 2015"	Methanocaldococcus bathoardescens	Methanocaldococcus	bathoardescens		species		Int. J. Syst. Evol. Microbiol. 65::1282	accepted			BC
1000143	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus maripaludis	"Jones et al., 1984"	Methanococcus maripaludis	Methanococcus	maripaludis		species		Int. J. Syst. Bacteriol. 34::270	accepted			BC
1000141	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	1000140			Methanococcus voltae	Lai et al.	Methanococcus voltae	Methanococcus	voltae		species			doubtful		"Possible variant of Methanococcus voltae Balch & Wolfe, 1981"	BC
8876181	52a423d2-0486-4e77-bcee-6350d708d6ff	1000140			Methanococcus voltae	"Balch & Wolfe, 1981"	Methanococcus voltae	Methanococcus	voltae		species		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000015	7ddf754f-d193-4cc9-b351-99906754a03b	1000014			Ignisphaera aggregans	"Niederberger et al., 2006"	Ignisphaera aggregans	Ignisphaera	aggregans		species		Int. J. Syst. Evol. Microbiol. 56::970	accepted			BC
1000156	7ddf754f-d193-4cc9-b351-99906754a03b	1000153			Methanocaldococcus indicus	"L'Haridon et al., 2003"	Methanocaldococcus indicus	Methanocaldococcus	indicus		species		Int. J. Syst. Evol. Microbiol. 53::1934	accepted			BC
7666773	52a423d2-0486-4e77-bcee-6350d708d6ff	4896436			Haladaptatus pallidirubidus	"Liu et al., 2015"	Haladaptatus pallidirubidus	Haladaptatus	pallidirubidus		species		Int. J. Syst. Evol. Microbiol. 65::742	accepted			BC
7947949	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus paucihalophilus	"Savage et al., 2007"	Haladaptatus paucihalophilus	Haladaptatus	paucihalophilus		species		Int. J. Syst. Evol. Microbiol. 57::23	accepted			BC
1000009	7ddf754f-d193-4cc9-b351-99906754a03b	1000008			Hyperthermus butylicus	"Zillig et al., 1991"	Hyperthermus butylicus	Hyperthermus	butylicus		species		Int. J. Syst. Bacteriol. 41::170	accepted			BC
7819125	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola kamekurae	"Nagaoka et al., 2010"	Halostagnicola kamekurae	Halostagnicola	kamekurae		species		Int. J. Syst. Evol. Microbiol. 60::2831	accepted			BC
1000144	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus aeolicus	"Kendall et al., 2006"	Methanococcus aeolicus	Methanococcus	aeolicus		species		Int. J. Syst. Evol. Microbiol. 56::1528	accepted			BC
1000236	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola larsenii	"Castillo et al., 2006"	Halostagnicola larsenii	Halostagnicola	larsenii		species		Int. J. Syst. Evol. Microbiol. 56::1521	accepted			BC
8193059	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola alkaliphila	"Nagaoka et al., 2011"	Halostagnicola alkaliphila	Halostagnicola	alkaliphila		species		Int. J. Syst. Evol. Microbiol. 61::1151	accepted			BC
7907327	52a423d2-0486-4e77-bcee-6350d708d6ff	1000163			Natronobacterium texcoconense	"Ruiz-Romero et al., 2013"	Natronobacterium texcoconense	Natronobacterium	texcoconense		species		Int. J. Syst. Evol. Microbiol. 63::4166	accepted			BC
1000154	7ddf754f-d193-4cc9-b351-99906754a03b	1000153		1000155	Methanocaldococcus fervens	"Whitman, 2002 (Jeanthon et al., 1999)"	Methanocaldococcus fervens	Methanocaldococcus	fervens		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
9246700	52a423d2-0486-4e77-bcee-6350d708d6ff	9431846			Haloprofundus marisrubri	"Zhang et al., 2017"	Haloprofundus marisrubri	Haloprofundus	marisrubri		species		Int. J. Syst. Evol. Microbiol. 67::15	accepted			BC
7506940	7ddf754f-d193-4cc9-b351-99906754a03b	7996923			Methanosphaerula palustris	"Cadillo-Quiroz et al., 2009"	Methanosphaerula palustris	Methanosphaerula	palustris		species		Int. J. Syst. Evol. Microbiol. 59::934	accepted			BC
5900967	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus litoreus	"Cui et al., 2010"	Haladaptatus litoreus	Haladaptatus	litoreus		species		Int. J. Syst. Evol. Microbiol. 60::1088	accepted			BC
1000205	7ddf754f-d193-4cc9-b351-99906754a03b	1000195	1000204		Halobacterium mediterranei	"Rodriguez-Valera et al., 1983"	Halobacterium mediterranei	Halobacterium	mediterranei		species		Int. J. Syst. Bacteriol. 33::896	synonym			BC
1000359	7ddf754f-d193-4cc9-b351-99906754a03b	1000357	1000358		Methanohalophilus zhilinae	"Mathrani et al., 1988"	Methanohalophilus zhilinae	Methanohalophilus	zhilinae		species		Int. J. Syst. Bacteriol. 38::139	synonym			BC
8009437	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716	7742446	Methanoculleus thermophilicus	"Maestrojuán et al., 1990 (Rivard & Smith, 1982)"	Methanoculleus thermophilicus	Methanoculleus	thermophilicus		species		Int. J. Syst. Bacteriol. 40::121	synonym			BC
1000161	7ddf754f-d193-4cc9-b351-99906754a03b	1000153		1000162	Methanocaldococcus vulcanius	"Whitman, 2002 (Jeanthon et al., 1999)"	Methanocaldococcus vulcanius	Methanocaldococcus	vulcanius		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000159	7ddf754f-d193-4cc9-b351-99906754a03b	1000153		1000160	Methanocaldococcus jannaschii	"Whitman, 2002 (Jones et al., 1984)"	Methanocaldococcus jannaschii	Methanocaldococcus	jannaschii		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000157	7ddf754f-d193-4cc9-b351-99906754a03b	1000153		1000158	Methanocaldococcus infernus	"Whitman, 2002 (Jeanthon et al., 1998)"	Methanocaldococcus infernus	Methanocaldococcus	infernus		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
292	7ddf754f-d193-4cc9-b351-99906754a03b	79			Thermoprotei		Thermoprotei	Thermoprotei			class			accepted			BC
3798	7ddf754f-d193-4cc9-b351-99906754a03b	1191			Thermoproteaceae		Thermoproteaceae	Thermoproteaceae			family			accepted			BC
3800	7ddf754f-d193-4cc9-b351-99906754a03b	1191			Thermofilaceae		Thermofilaceae	Thermofilaceae			family			accepted			BC
1000367	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	1000363		Methanothrix concilii	"Patel, 1985"	Methanothrix concilii	Methanothrix	concilii		species		Int. J. Syst. Bacteriol. 35::223	synonym			BC
1000366	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	1000363	1000367	Methanosaeta concilii	"Patel & Sprott, 1990 (Patel, 1985)"	Methanosaeta concilii	Methanosaeta	concilii		species		Int. J. Syst. Bacteriol. 40::80	synonym			BC
1000151	7ddf754f-d193-4cc9-b351-99906754a03b	1000149	1000150		Methanococcus igneus	"Burggraf et al., 1990"	Methanococcus igneus	Methanococcus	igneus		species		Int. J. Syst. Bacteriol. 40::470	synonym			BC
1000004	7ddf754f-d193-4cc9-b351-99906754a03b	3797			Pyrodictium	"Stetter et al., 1984"	Pyrodictium	Pyrodictium			genus		Int. J. Syst. Bacteriol. 34::270	accepted			BC
7510781	7ddf754f-d193-4cc9-b351-99906754a03b	8340365			Fervidicoccus	"Perevalova et al., 2010"	Fervidicoccus	Fervidicoccus			genus		Int. J. Syst. Evol. Microbiol. 60::2086	accepted			BC
1000008	7ddf754f-d193-4cc9-b351-99906754a03b	3797			Hyperthermus	"Zillig et al., 1991"	Hyperthermus	Hyperthermus			genus		Int. J. Syst. Bacteriol. 41::170	accepted			BC
1000158	7ddf754f-d193-4cc9-b351-99906754a03b	1000153	1000157		Methanococcus infernus	"Jeanthon et al., 1998"	Methanococcus infernus	Methanococcus	infernus		species		Int. J. Syst. Bacteriol. 48::917	synonym			BC
1000010	7ddf754f-d193-4cc9-b351-99906754a03b	3797			Pyrolobus	"Blöchl et al., 1999"	Pyrolobus	Pyrolobus			genus		Int. J. Syst. Bacteriol. 49::1325	accepted			BC
7376034	52a423d2-0486-4e77-bcee-6350d708d6ff	7791	1000360		Methanomicrococcus	"Sprenger et al., 2000"	Methanomicrococcus	Methanomicrococcus			genus		Int. J. Syst. Evol. Microbiol. 50::1998	synonym			BC
7428256	52a423d2-0486-4e77-bcee-6350d708d6ff	8079935			Nitrososphaera viennensis	"Stieglmeier et al., 2014"	Nitrososphaera viennensis	Nitrososphaera	viennensis		species		Int. J. Syst. Evol. Microbiol. 64::2746	accepted			BC
8177597	7ddf754f-d193-4cc9-b351-99906754a03b	1000360			Methanimicrococcus blatticola	"Sprenger et al., 2000"	Methanimicrococcus blatticola	Methanimicrococcus	blatticola		species		Int. J. Syst. Evol. Microbiol. 50::1998	accepted			BC
7432756	7ddf754f-d193-4cc9-b351-99906754a03b	1000380			Methanofollis ethanolicus	"Imachi et al., 2009"	Methanofollis ethanolicus	Methanofollis	ethanolicus		species		Int. J. Syst. Evol. Microbiol. 59::804	accepted			BC
7484635	52a423d2-0486-4e77-bcee-6350d708d6ff	7509409			Halarchaeum solikamskense	"Saralov et al., 2014"	Halarchaeum solikamskense	Halarchaeum	solikamskense		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			BC
1000381	7ddf754f-d193-4cc9-b351-99906754a03b	1000380			Methanofollis aquaemaris	"Lai & Chen, 2001"	Methanofollis aquaemaris	Methanofollis	aquaemaris		species		Int. J. Syst. Evol. Microbiol. 51::1878	accepted			BC
7793352	52a423d2-0486-4e77-bcee-6350d708d6ff	7509409			Halarchaeum salinum	"Yamauchi et al., 2013"	Halarchaeum salinum	Halarchaeum	salinum		species		Int. J. Syst. Evol. Microbiol. 63::1141	accepted			BC
1000384	7ddf754f-d193-4cc9-b351-99906754a03b	1000380			Methanofollis formosanus	"Wu et al., 2005"	Methanofollis formosanus	Methanofollis	formosanus		species		Int. J. Syst. Evol. Microbiol. 55::841	accepted			BC
7705052	52a423d2-0486-4e77-bcee-6350d708d6ff	7509409			Halarchaeum rubridurum	"Yamauchi et al., 2013"	Halarchaeum rubridurum	Halarchaeum	rubridurum		species		Int. J. Syst. Evol. Microbiol. 63::3146	accepted			BC
8785062	52a423d2-0486-4e77-bcee-6350d708d6ff	7509409			Halarchaeum grantii	"Shimane et al., 2015"	Halarchaeum grantii	Halarchaeum	grantii		species		Int. J. Syst. Evol. Microbiol. 65::3834	accepted			BC
8311926	52a423d2-0486-4e77-bcee-6350d708d6ff	7509409			Halarchaeum nitratireducens	"Minegishi et al., 2013"	Halarchaeum nitratireducens	Halarchaeum	nitratireducens		species		Int. J. Syst. Evol. Microbiol. 63::4204	accepted			BC
8338840	7ddf754f-d193-4cc9-b351-99906754a03b	7509409			Halarchaeum acidiphilum	"Minegishi et al., 2010"	Halarchaeum acidiphilum	Halarchaeum	acidiphilum		species		Int. J. Syst. Evol. Microbiol. 60::2516	accepted			BC
5900486	2d59e5db-57ad-41ff-97d6-11f5fb264527	3797			Geogemma	"Kashefi, Holmes & Lovley, 2006"	Geogemma	Geogemma			genus		"Kashefi, K., Holmes, D.E., and Lovley, D.R. 2006. ""Geogemma indica sp. nov., a novel hyperthermophilic, chemolithoautotrophic, Fe(III)-reducing archaeon isolated from a deep-sea hydrothermal vent sulfide chimney on the Central Indian Ridge."""	accepted			BC
1000382	7ddf754f-d193-4cc9-b351-99906754a03b	1000380		1000383	Methanofollis liminatans	"Zellner et al., 1999 (Zellner et al., 1990)"	Methanofollis liminatans	Methanofollis	liminatans		species		Int. J. Syst. Bacteriol. 49::253	accepted			BC
1000385	7ddf754f-d193-4cc9-b351-99906754a03b	1000380		4896447	Methanofollis tationis	"Zellner et al., 1999 (Zabel et al., 1986)"	Methanofollis tationis	Methanofollis	tationis		species		Int. J. Syst. Bacteriol. 49::253	accepted			BC
4895360	7ddf754f-d193-4cc9-b351-99906754a03b	7536903			Methanolinea	"Imachi et al., 2008"	Methanolinea	Methanolinea			genus		Int. J. Syst. Evol. Microbiol. 58::299	accepted			BC
7965877	7ddf754f-d193-4cc9-b351-99906754a03b	7536903			Methanoregula	"Bräuer et al., 2011"	Methanoregula	Methanoregula			genus		Int. J. Syst. Evol. Microbiol. 61::51	accepted			BC
9287843	0938172b-2086-439c-a1dd-c21cb0109ed5	565			Halococcaceae		Halococcaceae	Halococcaceae			family			accepted			BC
3802	7ddf754f-d193-4cc9-b351-99906754a03b	565			Halobacteriaceae		Halobacteriaceae	Halobacteriaceae			family			accepted			BC
9244573	0938172b-2086-439c-a1dd-c21cb0109ed5	565			Haloarculaceae		Haloarculaceae	Haloarculaceae			family			accepted			BC
7996923	7ddf754f-d193-4cc9-b351-99906754a03b	7536903			Methanosphaerula	"Cadillo-Quiroz et al., 2009"	Methanosphaerula	Methanosphaerula			genus		Int. J. Syst. Evol. Microbiol. 59::933	accepted			BC
8060805	52a423d2-0486-4e77-bcee-6350d708d6ff	1000279			Thermococcus cleftensis	"Hensley et al., 2014"	Thermococcus cleftensis	Thermococcus	cleftensis		species		Int. J. Syst. Evol. Microbiol. 64::3658	accepted			BC
1000299	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus alcaliphilus	"Keller et al., 1997"	Thermococcus alcaliphilus	Thermococcus	alcaliphilus		species		Int. J. Syst. Bacteriol. 47::601	accepted			BC
1000281	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus barophilus	"Marteinsson et al., 1999"	Thermococcus barophilus	Thermococcus	barophilus		species		Int. J. Syst. Bacteriol. 49::357	accepted			BC
8348082	52a423d2-0486-4e77-bcee-6350d708d6ff	1000279			Thermococcus paralvinellae	"Hensley et al., 2014"	Thermococcus paralvinellae	Thermococcus	paralvinellae		species		Int. J. Syst. Evol. Microbiol. 64::3658	accepted			BC
1000293	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus guaymasensis	"Canganella et al., 1998"	Thermococcus guaymasensis	Thermococcus	guaymasensis		species		Int. J. Syst. Bacteriol. 48::1184	accepted			BC
1000283	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus stetteri	"Miroshnichenko, 1990"	Thermococcus stetteri	Thermococcus	stetteri		species		Int. J. Syst. Bacteriol. 40::321	accepted			BC
1000121	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter gottschalkii	"Miller & Lin, 2002"	Methanobrevibacter gottschalkii	Methanobrevibacter	gottschalkii		species		Int. J. Syst. Evol. Microbiol. 52::820	accepted			BC
1000109	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter filiformis	"Leadbetter et al., 1998"	Methanobrevibacter filiformis	Methanobrevibacter	filiformis		species		Int. J. Syst. Bacteriol. 48::1083	accepted			BC
7888021	52a423d2-0486-4e77-bcee-6350d708d6ff	1000107			Methanobrevibacter boviskoreani	"Lee et al., 2013"	Methanobrevibacter boviskoreani	Methanobrevibacter	boviskoreani		species		Int. J. Syst. Evol. Microbiol. 63::4200	accepted			BC
1000111	7ddf754f-d193-4cc9-b351-99906754a03b	1000107		1000112	Methanobrevibacter ruminantium	"Balch & Wolfe, 1981 (Smith & Hungate, 1958)"	Methanobrevibacter ruminantium	Methanobrevibacter	ruminantium		species		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000190	7ddf754f-d193-4cc9-b351-99906754a03b	1000189		1000191	Halomicrobium mukohataei	"Oren et al., 2002 (Ihara et al., 1997)"	Halomicrobium mukohataei	Halomicrobium	mukohataei		species		Int. J. Syst. Evol. Microbiol. 52::1834	accepted			BC
8416529	7ddf754f-d193-4cc9-b351-99906754a03b	5900860			Halogranum salarium	"Kim et al., 2012"	Halogranum salarium	Halogranum	salarium		species		Int. J. Syst. Evol. Microbiol. 62::1017	accepted			BC
5900668	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus aegaeus	"Arab et al., 2000"	Thermococcus aegaeus	Thermococcus	aegaeus		species		Int. J. Syst. Evol. Microbiol. 50::2106	accepted			BC
1000297	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus acidaminovorans	"Dirmeier et al., 2001"	Thermococcus acidaminovorans	Thermococcus	acidaminovorans		species		Int. J. Syst. Evol. Microbiol. 51::793	accepted			BC
5900648	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus celericrescens	"Kuwabara et al., 2007"	Thermococcus celericrescens	Thermococcus	celericrescens		species		Int. J. Syst. Evol. Microbiol. 57::442	accepted			BC
1000110	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter wolinii	"Miller & Lin, 2002"	Methanobrevibacter wolinii	Methanobrevibacter	wolinii		species		Int. J. Syst. Evol. Microbiol. 52::821	accepted			BC
1000113	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter acididurans	"Savant et al., 2002"	Methanobrevibacter acididurans	Methanobrevibacter	acididurans		species		Int. J. Syst. Evol. Microbiol. 52::1086	accepted			BC
7638763	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter olleyae	"Rea et al., 2007"	Methanobrevibacter olleyae	Methanobrevibacter	olleyae		species		Int. J. Syst. Evol. Microbiol. 57::455	accepted			BC
7772037	52a423d2-0486-4e77-bcee-6350d708d6ff	7781203			Halolamina rubra	"Cha et al., 2014"	Halolamina rubra	Halolamina	rubra		species		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			BC
7717002	7ddf754f-d193-4cc9-b351-99906754a03b	7781203			Halolamina pelagica	"Cui et al., 2011"	Halolamina pelagica	Halolamina	pelagica		species		Int. J. Syst. Evol. Microbiol. 61::1620	accepted			BC
7631965	52a423d2-0486-4e77-bcee-6350d708d6ff	8168320			Haloarchaeobius salinus	"Yuan et al., 2015"	Haloarchaeobius salinus	Haloarchaeobius	salinus		species		Int. J. Syst. Evol. Microbiol. 65::913	accepted			BC
5900862	7ddf754f-d193-4cc9-b351-99906754a03b	5900860			Halogranum amylolyticum	"Cui et al., 2011"	Halogranum amylolyticum	Halogranum	amylolyticum		species		Int. J. Syst. Evol. Microbiol. 61::915	accepted			BC
1000289	7ddf754f-d193-4cc9-b351-99906754a03b	1000279			Thermococcus atlanticus	"Cambon-Bonavita et al., 2004"	Thermococcus atlanticus	Thermococcus	atlanticus		species		Int. J. Syst. Evol. Microbiol. 54::1425	accepted			BC
1000119	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter cuticularis	"Leadbetter & Breznak, 1997"	Methanobrevibacter cuticularis	Methanobrevibacter	cuticularis		species		Int. J. Syst. Bacteriol. 47::601	accepted			BC
1000120	7ddf754f-d193-4cc9-b351-99906754a03b	1000107			Methanobrevibacter thaueri	"Miller & Lin, 2002"	Methanobrevibacter thaueri	Methanobrevibacter	thaueri		species		Int. J. Syst. Evol. Microbiol. 52::820	accepted			BC
