taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	nomenclaturalCode
1000329	7ddf754f-d193-4cc9-b351-99906754a03b	1000326			Methanococcoides burtonii	"Franzmann et al., 1993"	Methanococcoides burtonii	Methanococcoides	burtonii		species		Int. J. Syst. Bacteriol. 43::398	accepted			BC
1000139	7ddf754f-d193-4cc9-b351-99906754a03b	1000137			Methanothermus sociabilis	"Stetter, 1986"	Methanothermus sociabilis	Methanothermus	sociabilis		species		Int. J. Syst. Bacteriol. 36::573	accepted			BC
1000054	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus shibatae	"Grogan et al., 1991"	Sulfolobus shibatae	Sulfolobus	shibatae		species		Int. J. Syst. Bacteriol. 41::457	accepted			BC
1000051	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus yangmingensis	"Jan et al., 1999"	Sulfolobus yangmingensis	Sulfolobus	yangmingensis		species		Int. J. Syst. Bacteriol. 49::1815	accepted			BC
1000371	52a423d2-0486-4e77-bcee-6350d708d6ff	1000362			Methanosaeta harundinacea	"Ma et al., 2006"	Methanosaeta harundinacea	Methanosaeta	harundinacea		species		Int. J. Syst. Evol. Microbiol. 56::130	accepted			BC
1000127	7ddf754f-d193-4cc9-b351-99906754a03b	1000122		1000128	Methanothermobacter defluvii	"Boone, 2002 (Kotelnikova et al., 1994)"	Methanothermobacter defluvii	Methanothermobacter	defluvii		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000129	7ddf754f-d193-4cc9-b351-99906754a03b	1000122			Methanothermobacter wolfeii	"Wasserfallen et al., 2000 (Winter et al., 1985)"	Methanothermobacter wolfeii	Methanothermobacter	wolfeii		species		Int. J. Syst. Evol. Microbiol. 50::51	accepted			BC
1000138	7ddf754f-d193-4cc9-b351-99906754a03b	1000137			Methanothermus fervidus	"Stetter, 1982"	Methanothermus fervidus	Methanothermus	fervidus		species		Int. J. Syst. Bacteriol. 32::267	accepted			BC
1000055	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus metallicus	"Huber & Stetter, 1992"	Sulfolobus metallicus	Sulfolobus	metallicus		species		Int. J. Syst. Bacteriol. 42::191	accepted			BC
1000053	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus acidocaldarius	"Brock et al., 1972"	Sulfolobus acidocaldarius	Sulfolobus	acidocaldarius		species		Int. J. Syst. Bacteriol. 30::411	accepted			BC
8059040	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus receptaculi	"Cheng et al., 2008"	Methanoculleus receptaculi	Methanoculleus	receptaculi		species		Int. J. Syst. Evol. Microbiol. 58::2471	accepted			BC
7641274	7ddf754f-d193-4cc9-b351-99906754a03b	1000362			Methanothrix thermoacetophila	"Nozhevnikova & Chudina, 1988"	Methanothrix thermoacetophila	Methanothrix	thermoacetophila		species		Int. J. Syst. Bacteriol. 38::220	accepted			BC
1000086	7ddf754f-d193-4cc9-b351-99906754a03b	1000085			Picrophilus torridus	"Zillig et al., 1996"	Picrophilus torridus	Picrophilus	torridus		species		Int. J. Syst. Bacteriol. 46::816	accepted			BC
7999710	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390			Methanoculleus taiwanensis	"Weng et al., 2015"	Methanoculleus taiwanensis	Methanoculleus	taiwanensis		species		Int. J. Syst. Evol. Microbiol. 65::1048	accepted			BC
8272406	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus hydrogenitrophicus	"Tian et al., 2010"	Methanoculleus hydrogenitrophicus	Methanoculleus	hydrogenitrophicus		species		Int. J. Syst. Evol. Microbiol. 60::2168	accepted			BC
8289550	52a423d2-0486-4e77-bcee-6350d708d6ff	5901082			Halopelagius longus	"Zhang et al., 2013"	Halopelagius longus	Halopelagius	longus		species		Int. J. Syst. Evol. Microbiol. 63::3589	accepted			BC
1000391	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus submarinus	"Mikucki et al., 2003"	Methanoculleus submarinus	Methanoculleus	submarinus		species		Int. J. Syst. Evol. Microbiol. 53::1701	accepted			BC
1000402	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus chikugoensis	"Dianou et al., 2001"	Methanoculleus chikugoensis	Methanoculleus	chikugoensis		species		Int. J. Syst. Evol. Microbiol. 51::1667	accepted			BC
8258716	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390			Methanoculleus thermophilus	"Maestrojuán et al., 1990 (Rivard & Smith, 1982)"	Methanoculleus thermophilus	Methanoculleus	thermophilus		species		Int. J. Syst. Bacteriol. 40::121	accepted			BC
7910220	52a423d2-0486-4e77-bcee-6350d708d6ff	7590503			Salinirubrum litoreum	"Cui & Qiu, 2014"	Salinirubrum litoreum	Salinirubrum	litoreum		species		Int. J. Syst. Evol. Microbiol. 64::1456	accepted			BC
1000363	7ddf754f-d193-4cc9-b351-99906754a03b	1000362			Methanothrix soehngenii	"Huser et al., 1983"	Methanothrix soehngenii	Methanothrix	soehngenii		species		Int. J. Syst. Bacteriol. 33::439	accepted			BC
1000328	7ddf754f-d193-4cc9-b351-99906754a03b	1000326			Methanococcoides methylutens	"Sowers & Ferry, 1985"	Methanococcoides methylutens	Methanococcoides	methylutens		species		Int. J. Syst. Bacteriol. 35::223	accepted			BC
1000087	7ddf754f-d193-4cc9-b351-99906754a03b	1000085			Picrophilus oshimae	"Schleper et al., 1996"	Picrophilus oshimae	Picrophilus	oshimae		species		Int. J. Syst. Bacteriol. 46::815	accepted			BC
8085106	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390			Methanoculleus horonobensis	"Shimizu et al., 2013"	Methanoculleus horonobensis	Methanoculleus	horonobensis		species		Int. J. Syst. Evol. Microbiol. 63::4322	accepted			BC
7463993	52a423d2-0486-4e77-bcee-6350d708d6ff	5901082			Halopelagius fulvigenes	"Liu et al., 2013"	Halopelagius fulvigenes	Halopelagius	fulvigenes		species		Int. J. Syst. Evol. Microbiol. 63::2195	accepted			BC
1000327	7ddf754f-d193-4cc9-b351-99906754a03b	1000326			Methanococcoides alaskense	"Singh et al., 2005"	Methanococcoides alaskense	Methanococcoides	alaskense		species		Int. J. Syst. Evol. Microbiol. 55::2537	accepted			BC
8298517	52a423d2-0486-4e77-bcee-6350d708d6ff	1000122			Methanothermobacter crinale	"Cheng et al., 2012"	Methanothermobacter crinale	Methanothermobacter	crinale		species		Int. J. Syst. Evol. Microbiol. 62::1443	accepted			BC
1000056	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus tokodaii	"Suzuki et al., 2002"	Sulfolobus tokodaii	Sulfolobus	tokodaii		species		Int. J. Syst. Evol. Microbiol. 52::1438	accepted			BC
7376395	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus bourgensis	"Maestrojuán et al., 1990 (Ollivier et al., 1986)"	Methanoculleus bourgensis	Methanoculleus	bourgensis		species		Int. J. Syst. Bacteriol. 40::121	accepted			BC
5901084	7ddf754f-d193-4cc9-b351-99906754a03b	5901082			Halopelagius inordinatus	"Cui et al., 2010"	Halopelagius inordinatus	Halopelagius	inordinatus		species		Int. J. Syst. Evol. Microbiol. 60::2093	accepted			BC
1000375	7ddf754f-d193-4cc9-b351-99906754a03b	1000373			Methanocorpusculum sinense	"Zellner et al., 1989"	Methanocorpusculum sinense	Methanocorpusculum	sinense		species		Int. J. Syst. Bacteriol. 39::371	accepted			BC
8232932	52a423d2-0486-4e77-bcee-6350d708d6ff	1000122			Methanothermobacter tenebrarum	"Nakamura et al., 2013"	Methanothermobacter tenebrarum	Methanothermobacter	tenebrarum		species		Int. J. Syst. Evol. Microbiol. 63::721	accepted			BC
1000052	7ddf754f-d193-4cc9-b351-99906754a03b	1000050			Sulfolobus solfataricus	"Zillig et al., 1980"	Sulfolobus solfataricus	Sulfolobus	solfataricus		species		Int. J. Syst. Bacteriol. 30::411	accepted			BC
1000397	7ddf754f-d193-4cc9-b351-99906754a03b	1000390			Methanoculleus palmolei	"Zellner et al., 1998"	Methanoculleus palmolei	Methanoculleus	palmolei		species		Int. J. Syst. Bacteriol. 48::1115	accepted			BC
8993996	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390			Methanoculleus sediminis	"Chen et al., 2015"	Methanoculleus sediminis	Methanoculleus	sediminis		species		Int. J. Syst. Evol. Microbiol. 65::2144	accepted			BC
8964487	52a423d2-0486-4e77-bcee-6350d708d6ff	8811474			Halanaeroarchaeum sulfurireducens	"Sorokin et al., 2016"	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum	sulfurireducens		species		Int. J. Syst. Evol. Microbiol. 66::2380	accepted			BC
1000378	7ddf754f-d193-4cc9-b351-99906754a03b	1000373			Methanocorpusculum labreanum	"Zhao et al., 1989"	Methanocorpusculum labreanum	Methanocorpusculum	labreanum		species		Int. J. Syst. Bacteriol. 39::10	accepted			BC
8986205	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333	1000338		Methanolobus siciliae	"Stetter & König, 1989"	Methanolobus siciliae	Methanolobus	siciliae		species		Int. J. Syst. Bacteriol. 39::496	synonym			BC
1000042	7ddf754f-d193-4cc9-b351-99906754a03b	7787			Sulfurisphaera	"Kurosawa et al., 1998"	Sulfurisphaera	Sulfurisphaera			genus		Int. J. Syst. Bacteriol. 48::455	accepted			BC
1000057	7ddf754f-d193-4cc9-b351-99906754a03b	7787			Metallosphaera	"Huber et al., 1989"	Metallosphaera	Metallosphaera			genus		Int. J. Syst. Bacteriol. 39::496	accepted			BC
1000062	7ddf754f-d193-4cc9-b351-99906754a03b	7787			Stygiolobus	"Segerer et al., 1991"	Stygiolobus	Stygiolobus			genus		Int. J. Syst. Bacteriol. 41::497	accepted			BC
1000243	7ddf754f-d193-4cc9-b351-99906754a03b	1000240	1000242		Natronobacterium nitratireducens	"Xin et al., 2001"	Natronobacterium nitratireducens	Natronobacterium	nitratireducens		species		Int. J. Syst. Evol. Microbiol. 51::1828	synonym			BC
9449152	52a423d2-0486-4e77-bcee-6350d708d6ff	7787			Sulfodiicoccus	"Sakai & Kurosawa, 2017"	Sulfodiicoccus	Sulfodiicoccus			genus		Int. J. Syst. Evol. Microbiol. 67::1883	accepted			BC
1000389	7ddf754f-d193-4cc9-b351-99906754a03b	1000387	1000388		Methanomicrobium paynteri	"Rivard et al., 1984"	Methanomicrobium paynteri	Methanomicrobium	paynteri		species		Int. J. Syst. Bacteriol. 34::91	synonym			BC
1000112	7ddf754f-d193-4cc9-b351-99906754a03b	1000107	1000111		Methanobacterium ruminantium	"Smith & Hungate, 1958"	Methanobacterium ruminantium	Methanobacterium	ruminantium		species		Int. J. Syst. Bacteriol. 30::318	synonym			BC
1000383	7ddf754f-d193-4cc9-b351-99906754a03b	1000380	1000382		Methanogenium liminatans	"Zellner et al., 1990"	Methanogenium liminatans	Methanogenium	liminatans		species		Int. J. Syst. Bacteriol. 40::470	synonym			BC
1000191	7ddf754f-d193-4cc9-b351-99906754a03b	1000189	1000190		Haloarcula mukohataei	"Ihara et al., 1997"	Haloarcula mukohataei	Haloarcula	mukohataei		species		Int. J. Syst. Bacteriol. 47::76	synonym			BC
1000064	7ddf754f-d193-4cc9-b351-99906754a03b	3800			Thermofilum	"Zillig & Gierl, 1983"	Thermofilum	Thermofilum			genus		Int. J. Syst. Bacteriol. 33::673	accepted			BC
1000044	7ddf754f-d193-4cc9-b351-99906754a03b	7787			Acidianus	"Segerer et al., 1986"	Acidianus	Acidianus			genus		Int. J. Syst. Bacteriol. 36::559	accepted			BC
1000038	7ddf754f-d193-4cc9-b351-99906754a03b	7787			Sulfurococcus	"Golovacheva et al., 1995"	Sulfurococcus	Sulfurococcus			genus		Int. J. Syst. Bacteriol. 45::880	accepted			BC
7375077	52a423d2-0486-4e77-bcee-6350d708d6ff	4896427	8043589	8043589	Halogeometricum pallidum	"Qiu et al., 2013 (Savage et al., 2008)"	Halogeometricum pallidum	Halogeometricum	pallidum		species		Int. J. Syst. Evol. Microbiol. 63::3919	homotypic synonym		"Originally found in sources as accepted taxon within Halogeometricum Montalvo-Rodríguez et al., 1998"	BC
7814852	7ddf754f-d193-4cc9-b351-99906754a03b	1000206	1000219		Natronobacterium vacuolatum	"Mwatha & Grant, 1993"	Natronobacterium vacuolatum	Natronobacterium	vacuolatum		species		Int. J. Syst. Bacteriol. 43::403	synonym			BC
7729208	7ddf754f-d193-4cc9-b351-99906754a03b	1000206	1000207		Halobacterium distributum	"Zvyagintseva & Tarasov, 1989"	Halobacterium distributum	Halobacterium	distributum		species		Int. J. Syst. Bacteriol. 39::495	synonym			BC
1000208	7ddf754f-d193-4cc9-b351-99906754a03b	1000206	1000207	7729208	Halorubrobacterium distributum	"Kamekura & Dyall-Smith, 1996 (Zvyagintseva & Tarasov, 1989)"	Halorubrobacterium distributum	Halorubrobacterium	distributum		species		Int. J. Syst. Bacteriol. 46::625	synonym			BC
1000131	7ddf754f-d193-4cc9-b351-99906754a03b	1000122		1000132	Methanothermobacter thermoflexus	"Boone, 2002 (Kotelnikova et al., 1994)"	Methanothermobacter thermoflexus	Methanothermobacter	thermoflexus		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000376	7ddf754f-d193-4cc9-b351-99906754a03b	1000373		1000377	Methanocorpusculum aggregans	"Xun et al., 1989 (Ollivier et al., 1985)"	Methanocorpusculum aggregans	Methanocorpusculum	aggregans		species		Int. J. Syst. Bacteriol. 39::110	accepted			BC
1000123	7ddf754f-d193-4cc9-b351-99906754a03b	1000122		1000124	Methanothermobacter thermophilus	"Boone, 2002 (Laurinavichus et al., 1990)"	Methanothermobacter thermophilus	Methanothermobacter	thermophilus		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000394	7ddf754f-d193-4cc9-b351-99906754a03b	1000390		1000395	Methanoculleus marisnigri	"Maestrojuán et al., 1990 (Romesser et al., 1981)"	Methanoculleus marisnigri	Methanoculleus	marisnigri		species		Int. J. Syst. Bacteriol. 40::121	accepted			BC
1000125	7ddf754f-d193-4cc9-b351-99906754a03b	1000122		4896423	Methanothermobacter thermautotrophicus	"Wasserfallen et al., 2000 (Zeikus & Wolfe, 1972)"	Methanothermobacter thermautotrophicus	Methanothermobacter	thermautotrophicus		species		Int. J. Syst. Evol. Microbiol. 50::51	accepted			BC
1000390	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanoculleus	"Maestrojuán et al., 1990"	Methanoculleus	Methanoculleus			genus		Int. J. Syst. Bacteriol. 40::121	accepted			BC
4898671	0938172b-2086-439c-a1dd-c21cb0109ed5	566	7789		Methanoplanaceae		Methanoplanaceae	Methanoplanaceae			family			synonym			BC
1000036	7ddf754f-d193-4cc9-b351-99906754a03b	1000035			Aeropyrum camini	"Nakagawa et al., 2004"	Aeropyrum camini	Aeropyrum	camini		species		Int. J. Syst. Evol. Microbiol. 54::333	accepted			BC
7419407	52a423d2-0486-4e77-bcee-6350d708d6ff	7680801			Halohasta litchfieldiae	"Mou et al., 2013"	Halohasta litchfieldiae	Halohasta	litchfieldiae		species		Int. J. Syst. Evol. Microbiol. 63::2365	accepted			BC
7525614	52a423d2-0486-4e77-bcee-6350d708d6ff	7977549			Salinigranum rubrum	"Cui & Zhang, 2014"	Salinigranum rubrum	Salinigranum	rubrum		species		Int. J. Syst. Evol. Microbiol. 64::2033	accepted			BC
7688733	52a423d2-0486-4e77-bcee-6350d708d6ff	1000080			Vulcanisaeta thermophila	"Yim et al., 2015"	Vulcanisaeta thermophila	Vulcanisaeta	thermophila		species		Int. J. Syst. Evol. Microbiol. 65::204	accepted			BC
1000082	7ddf754f-d193-4cc9-b351-99906754a03b	1000080			Vulcanisaeta souniana	"Itoh et al., 2002"	Vulcanisaeta souniana	Vulcanisaeta	souniana		species		Int. J. Syst. Evol. Microbiol. 52::1103	accepted			BC
8127919	7ddf754f-d193-4cc9-b351-99906754a03b	7882429			Halovenus aranensis	"Makhdoumi-Kakhki et al., 2012"	Halovenus aranensis	Halovenus	aranensis		species		Int. J. Syst. Evol. Microbiol. 62::1335	accepted			BC
8212302	52a423d2-0486-4e77-bcee-6350d708d6ff	7882429			Halovenus rubra	"Han et al., 2015"	Halovenus rubra	Halovenus	rubra		species		Int. J. Syst. Evol. Microbiol. 65::1107	accepted			BC
8089232	52a423d2-0486-4e77-bcee-6350d708d6ff	7680801			Halohasta litorea	"Mou et al., 2013"	Halohasta litorea	Halohasta	litorea		species		Int. J. Syst. Evol. Microbiol. 63::2365	accepted			BC
1000037	7ddf754f-d193-4cc9-b351-99906754a03b	1000035			Aeropyrum pernix	"Sako et al., 1996"	Aeropyrum pernix	Aeropyrum	pernix		species		Int. J. Syst. Bacteriol. 46::1076	accepted			BC
9531365	52a423d2-0486-4e77-bcee-6350d708d6ff	7977549			Salinigranum salinum	"Wang et al., 2016"	Salinigranum salinum	Salinigranum	salinum		species		Int. J. Syst. Evol. Microbiol. 66::3021	accepted			BC
8981129	52a423d2-0486-4e77-bcee-6350d708d6ff	7882429			Halovenus salina	"Infante-Domínguez et al., 2015"	Halovenus salina	Halovenus	salina		species		Int. J. Syst. Evol. Microbiol. 65::3022	accepted			BC
7447607	52a423d2-0486-4e77-bcee-6350d708d6ff	8059437			Methanomassiliicoccus luminyensis	"Dridi et al., 2012"	Methanomassiliicoccus luminyensis	Methanomassiliicoccus	luminyensis		species		Int. J. Syst. Evol. Microbiol. 62::2550	accepted			BC
1000081	7ddf754f-d193-4cc9-b351-99906754a03b	1000080			Vulcanisaeta distributa	"Itoh et al., 2002"	Vulcanisaeta distributa	Vulcanisaeta	distributa		species		Int. J. Syst. Evol. Microbiol. 52::1103	accepted			BC
7964079	7ddf754f-d193-4cc9-b351-99906754a03b	4896435			Haloquadratum walsbyi	"Burns et al., 2007"	Haloquadratum walsbyi	Haloquadratum	walsbyi		species		Int. J. Syst. Evol. Microbiol. 57::391	accepted			BC
8122273	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091	7583979		Methanobacterium thermoaggregans	"Blotevogel & Fischer, 1988"	Methanobacterium thermoaggregans	Methanobacterium	thermoaggregans		species		Int. J. Syst. Bacteriol. 38::221	synonym			BC
1000407	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanomicrobium	"Balch & Wolfe, 1981"	Methanomicrobium	Methanomicrobium			genus		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000387	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanolacinia	"Zellner et al., 1990"	Methanolacinia	Methanolacinia			genus		Int. J. Syst. Bacteriol. 40::470	accepted			BC
1000372	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanogenium	"Romesser et al., 1981"	Methanogenium	Methanogenium			genus		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000380	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanofollis	"Zellner et al., 1999"	Methanofollis	Methanofollis			genus		Int. J. Syst. Bacteriol. 49::253	accepted			BC
1000403	7ddf754f-d193-4cc9-b351-99906754a03b	7789			Methanoplanus	"Wildgruber et al., 1984"	Methanoplanus	Methanoplanus			genus		Int. J. Syst. Bacteriol. 34::270	accepted			BC
8135283	52a423d2-0486-4e77-bcee-6350d708d6ff	1000360	8177597		Methanomicrococcus blatticola	"Sprenger et al., 2000"	Methanomicrococcus blatticola	Methanomicrococcus	blatticola		species		Int. J. Syst. Evol. Microbiol. 50::1998	synonym			BC
7406730	52a423d2-0486-4e77-bcee-6350d708d6ff	1000262	8395321		Natrialba aegyptiaca	"Hezayen et al., 2001"	Natrialba aegyptiaca	Natrialba	aegyptiaca		species		Int. J. Syst. Evol. Microbiol. 51::1140	synonym			BC
1190	7ddf754f-d193-4cc9-b351-99906754a03b	291			Archaeoglobales		Archaeoglobales	Archaeoglobales			order			accepted			BC
1195	7ddf754f-d193-4cc9-b351-99906754a03b	163			Methanopyrales		Methanopyrales	Methanopyrales			order			accepted			BC
1193	7ddf754f-d193-4cc9-b351-99906754a03b	161			Methanococcales		Methanococcales	Methanococcales			order			accepted			BC
1196	7ddf754f-d193-4cc9-b351-99906754a03b	294			Thermococcales		Thermococcales	Thermococcales			order			accepted			BC
3799	7ddf754f-d193-4cc9-b351-99906754a03b	1190			Archaeoglobaceae		Archaeoglobaceae	Archaeoglobaceae			family			accepted			BC
1000377	7ddf754f-d193-4cc9-b351-99906754a03b	1000373	1000376		Methanogenium aggregans	"Ollivier et al., 1985"	Methanogenium aggregans	Methanogenium	aggregans		species		Int. J. Syst. Bacteriol. 35::129	synonym			BC
1000152	7ddf754f-d193-4cc9-b351-99906754a03b	1000149			Methanotorris formicicus	"Takai et al., 2004"	Methanotorris formicicus	Methanotorris	formicicus		species		Int. J. Syst. Evol. Microbiol. 54::1099	accepted			BC
7977549	52a423d2-0486-4e77-bcee-6350d708d6ff	9407771			Salinigranum	"Cui & Zhang, 2014"	Salinigranum	Salinigranum			genus		Int. J. Syst. Evol. Microbiol. 64::2031	accepted			BC
7680801	52a423d2-0486-4e77-bcee-6350d708d6ff	9407771			Halohasta	"Mou et al., 2013"	Halohasta	Halohasta			genus		Int. J. Syst. Evol. Microbiol. 63::2365	accepted			BC
7445512	7ddf754f-d193-4cc9-b351-99906754a03b	4896437			Haloplanus vescus	"Cui et al., 2010"	Haloplanus vescus	Haloplanus	vescus		species		Int. J. Syst. Evol. Microbiol. 60::1827	accepted			BC
7580460	52a423d2-0486-4e77-bcee-6350d708d6ff	4896437			Haloplanus salinus	"Qiu et al., 2014"	Haloplanus salinus	Haloplanus	salinus		species		Int. J. Syst. Evol. Microbiol. 64::1455	accepted			BC
8924439	52a423d2-0486-4e77-bcee-6350d708d6ff	9146680			Halosiccatus urmianus	"Mehrshad et al., 2016"	Halosiccatus urmianus	Halosiccatus	urmianus		species		Int. J. Syst. Evol. Microbiol. 66::729	accepted			BC
1000031	7ddf754f-d193-4cc9-b351-99906754a03b	1000030			Thermodiscus maritimus	"Stetter, 2003"	Thermodiscus maritimus	Thermodiscus	maritimus		species		Int. J. Syst. Evol. Microbiol. 53::1	accepted			BC
8115274	7ddf754f-d193-4cc9-b351-99906754a03b	4573340			Thermogymnomonas acidicola	"Itoh et al., 2007"	Thermogymnomonas acidicola	Thermogymnomonas	acidicola		species		Int. J. Syst. Evol. Microbiol. 57::2561	accepted			BC
7608071	52a423d2-0486-4e77-bcee-6350d708d6ff	4896437			Haloplanus ruber	"Han & Cui, 2014"	Haloplanus ruber	Haloplanus	ruber		species		Int. J. Syst. Evol. Microbiol. 64::2185	accepted			BC
8068442	7ddf754f-d193-4cc9-b351-99906754a03b	4896437			Haloplanus aerogenes	"Cui et al., 2011"	Haloplanus aerogenes	Haloplanus	aerogenes		species		Int. J. Syst. Evol. Microbiol. 61::968	accepted			BC
8415299	52a423d2-0486-4e77-bcee-6350d708d6ff	4896437			Haloplanus litoreus	"Han & Cui, 2014"	Haloplanus litoreus	Haloplanus	litoreus		species		Int. J. Syst. Evol. Microbiol. 64::2185	accepted			BC
5901085	7ddf754f-d193-4cc9-b351-99906754a03b	4896437			Haloplanus natans	"Bardavid et al., 2007"	Haloplanus natans	Haloplanus	natans		species		Int. J. Syst. Evol. Microbiol. 57::783	accepted			BC
4895372	7ddf754f-d193-4cc9-b351-99906754a03b	4896458			Methanocella	"Sakai et al., 2008"	Methanocella	Methanocella			genus		Int. J. Syst. Evol. Microbiol. 58::934	accepted			BC
7446307	52a423d2-0486-4e77-bcee-6350d708d6ff	1000279	5900668		Thermococcus aegaeicus	"Arab et al., 2000"	Thermococcus aegaeicus	Thermococcus	aegaeicus		species		Int. J. Syst. Evol. Microbiol. 50::2106	synonym			BC
1000268	7ddf754f-d193-4cc9-b351-99906754a03b	1000262	1000267		Natronobacterium magadii	"Tindall et al., 1984"	Natronobacterium magadii	Natronobacterium	magadii		species		Int. J. Syst. Bacteriol. 34::355	synonym			BC
8042050	52a423d2-0486-4e77-bcee-6350d708d6ff	9407771			Halopenitus	"Amoozegar et al., 2012"	Halopenitus	Halopenitus			genus		Int. J. Syst. Evol. Microbiol. 62::1935	accepted			BC
1000150	7ddf754f-d193-4cc9-b351-99906754a03b	1000149		1000151	Methanotorris igneus	"Whitman, 2002 (Burggraf et al., 1990)"	Methanotorris igneus	Methanotorris	igneus		species		Int. J. Syst. Evol. Microbiol. 52::687	accepted			BC
3797	7ddf754f-d193-4cc9-b351-99906754a03b	1189			Pyrodictiaceae		Pyrodictiaceae	Pyrodictiaceae			family			accepted			BC
7786	7ddf754f-d193-4cc9-b351-99906754a03b	1189			Desulfurococcaceae		Desulfurococcaceae	Desulfurococcaceae			family			accepted			BC
1000308	7ddf754f-d193-4cc9-b351-99906754a03b	3808			Pyrococcus	"Fiala & Stetter, 1986"	Pyrococcus	Pyrococcus			genus		Int. J. Syst. Bacteriol. 36::573	accepted			BC
1000122	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanothermobacter	"Wasserfallen et al., 2000"	Methanothermobacter	Methanothermobacter			genus		Int. J. Syst. Evol. Microbiol. 50::51	accepted			BC
1000128	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000127		Methanobacterium defluvii	"Kotelnikova et al., 1994"	Methanobacterium defluvii	Methanobacterium	defluvii		species		Int. J. Syst. Bacteriol. 44::182	synonym			BC
1000104	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium espanolae	"Patel et al., 1990"	Methanobacterium espanolae	Methanobacterium	espanolae		species		Int. J. Syst. Bacteriol. 40::17	accepted			BC
7963257	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium arcticum	"Shcherbakova et al., 2011"	Methanobacterium arcticum	Methanobacterium	arcticum		species		Int. J. Syst. Evol. Microbiol. 61::147	accepted			BC
1000091	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanobacterium	"Kluyver & van Niel, 1936"	Methanobacterium	Methanobacterium			genus		Int. J. Syst. Bacteriol. 30::317	accepted			BC
1000317	7ddf754f-d193-4cc9-b351-99906754a03b	3799			Ferroglobus	"Hafenbradl et al., 1997"	Ferroglobus	Ferroglobus			genus		Int. J. Syst. Bacteriol. 47::601	accepted			BC
9736591	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum persicum	"Naghoni et al., 2017"	Natronoarchaeum persicum	Natronoarchaeum	persicum		species		Int. J. Syst. Evol. Microbiol. 67::3343	accepted			BC
8400959	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium movilense	"Schirmack et al., 2014"	Methanobacterium movilense	Methanobacterium	movilense		species		Int. J. Syst. Evol. Microbiol. 64::526	accepted			BC
7583979	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium thermaggregans	"Blotevogel & Fischer, 1988"	Methanobacterium thermaggregans	Methanobacterium	thermaggregans		species		Int. J. Syst. Bacteriol. 38::221	accepted			BC
7567169	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium lacus	"Borrel et al., 2012"	Methanobacterium lacus	Methanobacterium	lacus		species		Int. J. Syst. Evol. Microbiol. 62::1628	accepted			BC
7934343	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium aggregans	"Kern et al., 2015"	Methanobacterium aggregans	Methanobacterium	aggregans		species		Int. J. Syst. Evol. Microbiol. 65::1979	accepted			BC
1000275	7ddf754f-d193-4cc9-b351-99906754a03b	1000274			Natronolimnobius baerhuensis	"Itoh et al., 2005"	Natronolimnobius baerhuensis	Natronolimnobius	baerhuensis		species		Int. J. Syst. Evol. Microbiol. 55::1744	accepted			BC
